Time_submitted,text,Rating,Total_thumbsup,Reply,sentiment
2022-04-25 13:10:44,It has become bad after updating it doesn't let me skip and it doesn't play full songs from like i have to search it and play it.,1,0,,negative
2022-03-13 17:04:19,I use Spotify for podcasts and i was very impressed with there selection and the quality. Haven't listend to music threw Spotify but I have notessed a wide veriety of atrists on it probebly won't have any trouble finding the artists i enjoy,5,2,,positive
2022-03-17 21:16:06,The interface leaves much to be desired and is very limiting. No real way of managing your p/aylists for instance. Just heard about Deezer. it has a well thought out user experience and more music to boot. Made the switch and have never been happier.,1,0,,positive
2022-04-20 08:44:20,"I keep losing the currently playing bar at the bottom of the screen so I can not adjust the existing playlist. I have to completely close the app, relaunch and then it appears 😭",2,1,,negative
2022-07-05 02:05:36,The app it's self isn't that bad great selection of music but the algorithm for Shuffle is horrible.,3,0,,negative
2022-03-12 02:59:30,Cannot pay for premium for a month now. Was working well before. Any digital wallets are showing error.,1,1,,negative
2022-04-24 18:21:25,i used to love the app but ut has recently developed a few bugs which i hope will get fixed. otherwise i will consider switching platforms :),3,0,,positive
2022-06-15 20:26:51,I barely got any ads plus it has all my favorite music W,5,0,,positive
2022-07-07 12:10:17,"When I play my fave song, then the other song will play",2,0,,positive
2022-05-21 05:15:43,I like it due to Batman podcast I downloaded it and bought the pack it is awesome,4,0,,positive
2022-04-13 09:21:07,I have paid for the premium version since 2016. Since then the quality of this app has gone down hill. The older it gets the worse it is. I have had my account hacked twice (2019 and 2020) and to top that off this app can't seem to play 5 songs in a row with out having issues. Part of the reason I pay for the {lack of} service is for the offline feature as I use an old phone attacked to a radio for work music but even though I pay for the offline features they do not work 99.9% if the time.,1,16,,negative
2022-04-20 04:49:03,"I really like this app. All the things I liked are already categorized, so it's much easier to search for it.",5,0,,positive
2022-05-31 19:05:54,The app is trash. It was getting on my nerves. I wanted to play a song and i clicked on it like a 100 times and tried to play it but it kept on playing some other song due to its own suggestion and shuffle feature. I uninstalled it.,1,0,,negative
2022-03-08 18:33:09,I was playing a song and it literally just logged me out. I can't even get back into my account.,3,0,,negative
2022-05-11 17:08:09,Unable to see playback controls or playlist. Does not find Chromecast unlike other apps.,1,3,,negative
2022-06-28 15:09:54,"Ads are too many, too often, and too long. Very annoying and you can't fast forward thru the commercials.",3,0,,negative
2022-05-05 01:17:15,Why did you remove the option to preview a song before adding to Playlist. Also when playing with shuffle turned on it always plays the same songs over and over. I never hear any of the newly added and yes I'm a premium user.,3,4,,negative
2022-02-20 04:18:57,"It's ok I just hate when I want to listen to my favorite songs they play suggested songs instead, it gets on my nerves",3,1,,negative
2022-04-30 15:02:56,Great app. Best music app out there but podcast still have ads even if you have premium,5,2,,positive
2022-04-19 18:33:20,Songs stop playing. The pop up in app showing what song is playing does not show and music randomly stops. Restarting app fixes it only temporarily. Recent update didnt fix.,1,0,,negative
2022-04-29 09:05:55,Only one drawbacks is Adds are too long ... otherwise it is best ....best song appearance...best playlists ☄️☄️,4,0,,positive
2022-06-19 10:47:51,"Today, one of my family members on premium family which was already in use, stopped working. Whe i logged in, that family member was gone from the list of members. Now i cant add any new mebers either. The link does not work. Also, i cannot log a support request, there are only pre-defined problems listed, which does not have my problem listed. I cannot get my problem resolved, so i will cancel my subscription tomorrow.",1,0,,negative
2022-04-13 11:05:36,"Love this app. Heavy use on both laptop version and mobile. I've been having an issue, though, with my playback window. On my laptop, I can't scroll my time or enlarge my now playing window. Keep up the great work, y'all! Thanks",4,0,,positive
2022-06-08 11:55:44,Its is a fantastic app for listening music with lyrics,5,0,,positive
2022-05-28 05:51:26,Nice app 👌 good music and no ads love it five good stars,5,0,,positive
2022-01-11 18:13:17,"Im having a problem... when i try to open mp3 files stored on my phone spotify opens instead of the file, ive tried every way i could find on the faqs and support pages",3,1,,negative
2022-05-26 22:26:13,"Been using for months but needs update. Glitching, not restarting shows just issues overall. Still use for 6-8hrs daily but as a premium member paying $12.99/month plus tax they need to do better.",3,0,,negative
2022-07-08 02:21:19,"Go to choice for podcasts and music, good app.",5,0,,positive
2022-07-08 13:43:51,"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",2,0,,negative
2022-04-25 08:31:06,This is the worst I was trying to play my favorite song and it didn't let me that's why I rate it a one out of 5 I hope you get rid of this update and put it back to the normal. much prefer for when this update was not out,1,0,,negative
2022-06-15 22:12:59,I pay for premium and have downloaded so many songs yet when my data or WiFi is off I cannot play them!!!! It's extremely frustrating when I was on my flight today and can't play music!!!!!,1,0,,negative
2022-03-18 08:38:12,cool and fun music to listen to thnks for the music options,5,0,,positive
2022-06-16 10:11:57,Very nice music app,5,0,,positive
2022-07-05 04:45:33,"Getting worse by every update so laggy and even tho i have premium i cant listen music when i dont connected to internet, my whole library wont update and be useable without internet even when i opened offline mode",1,1,,negative
2022-03-24 03:38:25,"Shuffle, repeat and view queue is unavailable. It's kinda disappointing when you want/need to use these.",2,11,,negative
2022-04-15 17:17:18,I don't know I'm perhaps I don't listen to your app enough but seems like everytime I want to listen to some music it's always turn to something I'm not interested in now I don't know what it goes and I haven't decided whether I should put up the money for everybody to quit pestering us with ads all the time I mean I know it's important but you know every other song?,3,0,,negative
2022-07-01 06:28:07,"It's gotten so bad recently. The ads are so much louder than the music. After hearing a mellow song and being blasted at double the volume an ad really sucks. Now the app also strated to just stop playing and needs to be force shut down, most of the time it seems to get stuck at playing an ad, even though my internet connection is good.",1,30,,negative
2022-06-29 23:54:10,This is one the most amazing apps I've ever had but one thing I would like to see change is how many playlists you can pin 📌 in your library. Otherwise nothing! Flawless and amazing! 100% recommend.,5,0,,positive
2022-06-13 12:04:37,Ads on ads plus you dont get inf skips like on pc and tablets,1,0,,neutral
2022-04-04 23:10:01,If you a music lover..this app is easy to make so many different play list,5,0,,positive
2022-05-26 22:19:22,Great at finding old music,4,0,,positive
2022-07-03 07:10:19,"Great, but I was hoping to be able to change podcasts while driving, but that seems dangerous.",4,0,,negative
2022-06-14 06:51:49,everything is good but my question is i have so many downloaded songs then when i open the data it's downloading again i mean it's downloaded right? so why it's downloading again? sorry I'm bad in English but i hope you understand guys💗,4,0,,positive
2022-05-27 23:23:28,"Overall I Love spotify, for the quality and options and so on and finally adding lyrics. Although I wish sometimes my downloaded playlists would lose downloads. A good feature to add on to downloads, that it also downloads the lyrics so you don't have to be online to see them, even with horrible reception areas.",4,5,,positive
2022-06-14 13:56:40,"Hello, why spotify alwasy automatic playing while i am open the apps? I was find setting to turn off ,but there is not an option for that. I am using samsung galaxy S21 and also S22 in the same case. Please fix it or just garbage for a while if not fix!",1,0,,negative
2022-06-30 13:31:44,Hey the ads really sucks man i cant afford premium so dont i have right to get good music expwrience i am not asking you to make spotify ads free but the service is really bad i am listening a song then an ad then another song then again ad🥵😭😡,1,0,,negative
2022-06-09 05:03:11,App is horrible! ! It is so hard to use and understand how to use. When you try to play a song it plays a different song and you can't even play you play list without premium and if you can how?! I can not figure out this app. Please make it easier and make it so you CAN play the song you want,2,0,,negative
2022-05-16 03:54:08,Wayyyyyyyy too many ads besides the amount of ads it is great and I am unable to make a premium account.,2,3,,negative
2022-06-18 12:01:59,I have a recommendation for spotify team and developers please do not make it require more than Android4.4.4 kitkat I have this Android version and manys also and I want spotify on all of my devices Bed spotify lite require Android 5.1 and spotify update also start require Android5.1 so sad 😓 and I make it one star to see my recommend bec u r reply only on one star rate but after that I will change my rate 5 star I love spotify so far,1,0,,neutral
2022-05-03 11:39:03,"I love Country Music! The selection they have of a wide variety of the original country singers, from the golden oldies brings back fond memories.",5,0,,positive
2022-06-07 12:00:03,"Don't know what happened with this app. Used to work fine. Now it constantly uses mobile data even if it's turned off in settings. Sometimes play lists (song radios) are being modified every 3 songs (download whole playlisty, play 3 songs, playlist is modified, requiring 60% of songs to be downloaded to play)",2,0,,negative
2022-02-18 04:49:08,Improving the lyrics shared method and add one more snapchat option link please but overall this one is one of the best music app.!,5,1,,positive
2022-04-21 14:51:35,"Never had problems like I've had for the last 3 months, it lags stops playing shuts down the app, freezes. An now on my new phone 4 days old, I will be playing music an pull down the top bar an it may or may not have a direct link to Spotify showing but it's gonna say the music is paused an the album pic that will be showing is from the last song that I searched an played. Click on this an it may or may not connect you to Spotify. Man 7~8 months ago when I first started using the app",1,5,,negative
2022-02-19 15:19:02,I catch ALL my media stuff from all of my favorite podcasts.,5,0,,positive
2022-05-09 18:46:18,"Connections issues, episodes start over with ad injections, or just end. Inconstant, battery drains, I've turned off auto downloading, it still tries on cellular and kills my battery, ads are very intrusive and stop the app.",1,0,,negative
2022-04-16 09:52:43,"Bloody hell! First I can't get rid of the bar that shows me what is playing, even when nothing is playing. Now I can't turn off Spotify unless I restart my phone! What the hell are you people doing? I thought this would be rectified pretty quickly. I thought wrong! If things work leave them alone!! I have been enjoying the app for a couple of years without a problem until this happened. Can you fix it? Do you have the decency to reply? Is there anybody there? Customer service stinks💩",1,6,,negative
2022-01-28 00:48:42,"I like it and all, although when i click a song on my liked songs it only plays the short version??",4,0,,positive
2022-06-10 02:51:21,Well it's been pretty good but lately I can't listen to some of my favorite podcasts and it's concerns but i love Spotify a lot,4,0,,positive
2022-05-29 08:00:14,"Your app is crashing whenever i play music on my vivo v21e. It never happened before, just right after i updated the app. My device has the latest updates. My other phone with spotify in it doesnt have any issue.",2,0,,negative
2022-06-12 20:09:30,I love it. I use nothing else for music.,5,0,,positive
2022-02-08 14:52:50,"Until you remove Joe Rogan, we are never ever using Spotify again. Bad and irrelevant song choices fior me, disruptive adverts, slow to use, and of course osod a huge amount to Joe Rogan - a racist, untruthful and hurtful person they nake money off his distasteful and abusive podcast. Strongly suggest you don't use this service. Anyway, musicians are pulling out because of this, so their selection is becoming smaller. Goodbye Spotify.",1,2,,negative
2022-02-15 14:49:01,"I installed this a month ago, and really it is so so good for listening music.you can find all the types of songs like instrumental,Punjabi,and etc. Rd Pranunk",5,3,,positive
2022-04-28 19:28:20,"very stupid UI for the phone version, It will only 'shuffle' the songs and will play random songs in this 'shuffle' first time using the app, had no problems on PC. I guess just take your PC with you to the train to listen to music with this.",1,0,,negative
2022-06-23 17:06:45,Stupid adds after every single song now. Forget this useless app.,1,0,,negative
2022-02-24 16:38:52,"Spotifys all good i feel, it allows me to play mine and other delish music as an artist and for free, cus im sick of of every corner i take, everyone is out to make a buck when the artists make nearly sod all, i play my music in my car and in my studio cus i love my music, and i cant get enough of it and spotify most defO helps me out massively,, thank you,",5,5,,positive
2022-03-29 23:59:51,"Horrible, I want to listen to a song, so I click play, and It plays a whole different song, thats not even made by the artist, and its just a random song that it plays, even know I click play on a specific song, just stick to listening songs on Youtube I guess",1,2,,negative
2022-04-27 21:39:03,Someone better fix Spotify 😤 constantly pausing. Doesn't display info.,1,1,,negative
2022-05-30 15:22:37,Every good music feels bad music if you don't put loseless music on spotify. Btw music catalog is excellent but quality is bad .,1,2,,negative
2022-03-11 08:35:43,"Some of my saved songs don't play in my playlist anymore. It worked fine the other day, now it doesn't work. I'm really sad because the songs that doesn't work are my favorite songs. Please fix this ☹️",5,5,,negative
2022-02-01 23:14:45,Allowing false information to flourish is sad and not worth supporting. Deleting App. Shame it has got to go.,1,0,,negative
2022-04-13 17:53:59,"Worked great up until a month or so ago when songs or podcasts started randomly stopping. Also my pause/play buttons don't always show and I have to force quit the app to get it to respond properly. Makes the app nearly impossible to use, and I am a heavy user. I've deleted & re-download the app to and fix it, which did the trick for half a day. Will change my rating to 5/5 when this is fixed.",1,12,,negative
2022-03-26 06:04:57,I hate the fact it only does six songs but even worse it can take more than the hour to reset. Sometimes it doesn't reset at all. There are way more ads and it is increasing and ridiculously long.,2,0,,negative
2022-05-23 04:05:18,It keep adding random songs to my playlist,1,0,,negative
2022-01-27 17:54:31,"Good, but would be nice if you could turn these songs into ringtone",3,0,,positive
2022-04-14 12:10:24,I can't search any song when I click on it closes the app and I can't change songs language that which language's song I want please fix this problem,3,0,,negative
2022-06-30 06:27:47,It is an excellent music app,5,0,,positive
2022-02-10 05:32:34,"I was having a great time with the app until they made CHOOSING the song you want to play a ""PREMIUM FEATURE"" and now this app has become practactly USELESS without this feature being free. I don't even know WHY they did this but now I have to spend MONEY on a previously FREE feature! Developers PLEASE make CHOOSING the song you want to play a FREE feature LIKE BEFORE! PLEASE!!! If you do this ONE THING I will change my review to a 5 stare LIKE BEFORE!",1,6,,negative
2022-04-20 03:16:33,Haven't used in 6 months. LOTS of bugs that need fixed!,3,0,,negative
2022-03-09 06:45:06,Works great on my S10+ but I upgraded to the s22 ultra and now i have to restart my phone to play music and if I leave it running in the background it will forget it was playing music and the controls vanish so I may not pause or change songs.,3,1,,neutral
2022-03-22 16:30:56,"Fabulous! I love being able to easily find any genre of music I want. And with Premium, I get to listen without ads. It's well worth it!",5,1,,positive
2022-02-20 04:30:01,"Great streaming service, especially when you get premium",5,0,,positive
2022-04-01 13:17:12,"Very good background play,good music quality.",5,0,,positive
2022-05-16 16:06:57,Brilliant have many songs and features,4,0,,positive
2022-04-28 17:48:38,Not bad...but...I had some problem with this app,4,0,,negative
2022-05-17 02:27:03,"I would love to hear any songs for free and download them with a subscription.. To be honest this is a great music app but the only fault that i noticed is that the lyrics of some songs in Tamizh language is wrong and I think that'll create a very bad image on the app itself.. So, I request Spotify to update the lyrics of Tamizh songs and many other language songs in their own language..",4,0,,positive
2022-03-18 01:18:21,This music & video app it's easy to use.Thank you.,5,0,,positive
2022-07-05 18:24:04,"Very happy, thanks A very good range of fantastic music Kind regards from Ollie from freezing Frankston 3199 Victoria lol",5,0,,positive
2022-07-06 14:22:19,This app gets really annoying when I try open it it never actually opens properly and it takes me an hour just to open it don't recommend,1,3,,negative
2022-06-09 08:05:23,edit:trial ended.Make a play list then it gets filled with bs and then limit 6 skips per hour very strange .Good for podcasts though,3,0,,negative
2022-04-30 14:15:49,"I can't go premium. It says unable to connect and I need to check my connection. But, my connection was so okay. I even used it for meeting.",2,0,,negative
2022-05-20 23:07:57,I like Spotify but I don't like that when you make you're playlist it's doesn't let you play the song you want and before you could I want it how it was before ngl it was better,1,0,,negative
2022-05-25 21:36:18,The best customized Playlist options,5,0,,positive
2022-02-06 19:51:10,It's easy to use but sometimes it plays random songs when you're listing to your music,4,0,,neutral
2022-03-08 18:34:57,I just bought premium access and got logged out :/ can't log in and no support from customer care.,1,3,,negative
2022-05-23 15:57:26,"who thought that shifting all the playing controls to the left was a good idea? it's not. it's terrible. it hurts my hands and my eyes, but my soul the most.",2,0,,negative
2022-04-19 15:41:24,"Terrible, why am i payin for premium and i can't download ANY playlist",1,0,,negative
2022-01-29 10:41:27,"Thank God Spotify has integrity. At the moment, they do not stand for cencorship. I use this app mostly for podcast but it also fulfill my musical preferences. Better than YouTube imo.",5,0,,positive
2022-04-26 08:35:00,Well I had all my albums how I like them but for some reason they have been altered so I have to shuffle them to find my favourite songs,4,0,,neutral
2022-06-16 14:14:19,Great playlist and great quality sound,5,0,,positive
2022-06-16 17:13:54,The app freezes a lot. Overall since paying for the family plan it feels like and the audio continously cuts out when answering phone calls. Tech support takes forever to answer and gives you simple fixes or work arounds that either don't work or you've already tried even if you told them it doesn't work. I'd gladly pay more to switch to a better music app. The algorithm only plays about50 or so songs even if you have 2k liked songs you'll never hear most of them without specifically searching,2,7,,negative
2022-04-11 15:04:54,"Not having a very well thought out options bar, having an easier way of searching for any of your songs within your downloaded music.. without seeing the online results or anything but songs or artists. Also the fact you cant remove a song from a playlist when you're on the main pop up menu of a currently playing song. Instead I have to literally scroll down my entire playlist to select remove from playlist!??? I enjoy having a streaming platform like spotify. But changes need to happen.",2,27,,negative
2022-01-28 04:58:04,It's just free music with some ads occasionally...but u can personalised your own songs also..It's too gd to be true u must be saying..,4,1,,neutral
2022-04-29 23:36:32,Great experience. Music I want when I want it. I'm worth it.,5,0,,positive
2022-04-26 23:51:21,I finally downloaded the app and it won't work. It just constantly says that I'm offline. I'll just stick with Amazon and pandora. At least I can listen to music there.,1,0,,negative
2022-06-18 03:10:47,"Try to sign up but it say my email already connected to another account. But, I cant even ""log in without password"" or reset the password, alway crash.",1,0,,negative
2022-03-23 20:50:55,"Its a nice music app, especially when it is easier to find you music. This app deserves a 5 star. However, my only issue is since when you can only shuffle play and have only 6 skips per hour. Please remove that function. Thanks",3,0,,positive
2022-07-06 21:41:20,Please add the ability to play your whole playlist and not have to shuffle to different songs and add the ability to play your whole playlist on Alexa devices through the Alex skill please thank you so much.,2,0,,positive
2022-01-18 16:18:34,It has so much bugs nowadays that it shows No Internet even if the connection is there. And I couldn't access songs that I have saved and liked. I couldn't listen to music on this platform so Time to switch the music app!,1,1,,negative
2022-01-04 04:15:07,"The app lies. I tried listening to an ad to get 30 minutes ad free, and got an ad 4 minutes later. Update: Now it doesn't do the 30 minutes ad free at all. This app is such a pain to listen to music.",1,1,"Hey there. Just to check, did you keep the video ad in focus by not navigating to other browsers or apps? If so, we'd suggest reaching out to Customer Service so they could look into this. You can get in touch with them by searching for ""Contact us"" at support.spotify.com. They'll help you out from there.",negative
2022-04-20 13:18:49,Randomly turns on or off. Lately it's been playing music but not giving me a bar to be able to pause or skip in the app or out so I have to close it out to stop it and go back to the app eveytime I need to change songs,1,0,,negative
2022-05-25 13:50:09,"Premium user for years. I'm so tired of losing the music controls! I have to restart the app and clear the cache to regain control! This is ridiculous. Seriously, if it weren't for the podcasts, I'd have cancelled a long time ago! Do better Spotify!",1,3,,negative
2022-05-30 13:11:17,I love that I choose the music I listen to.,5,0,,positive
2022-05-06 14:33:31,I only use Spotify because I'm not dump enough to pay android music subscription,5,0,,neutral
2022-04-20 14:34:09,App keeps crashing whole screen goes black all i can do is close it and re open it but its still a huge inconvinience when i pay for uniterupted music 🤦🏼,3,1,,negative
2022-05-24 18:50:00,There is no option to change lyrics language 🤬🤬🤬🤬,1,0,,negative
2022-07-05 20:57:34,"Constantly stopping, regularly not showing playback options and offline mode is spotty at best.",2,0,,negative
2022-03-01 13:28:52,I thought Spotify is free but it's not. Why should anyone pay for songs while they can listen to them for free on YouTube! Really disappointing 😑,1,0,,negative
2022-03-27 02:51:08,Good app but just one problem still five stars I just wish that you can do an hour loop on music because it just changes to music that sometimes I don't even know that's all love the app,5,0,,positive
2022-05-04 17:21:50,"Every single update manages to somehow break something that is essential to the functioning of the app. I have been using Spotify for years, and the app has NEVER not been broken.",1,11,"Hey, we're sorry to hear that. Have you tried a quick reinstall? If that doesn’t make any difference, we’d recommend reaching out to Customer Service at support.spotify.com. Just search “Contact Us”, and they’ll be happy to help.",negative
2022-01-24 02:16:37,Terrible! It keeps playing other music that i dont want and i dont know,1,1,,negative
2022-06-28 15:09:25,"awful app. if you need to buy premium just to play the songs you want, might aswell put Spotify not for free. because i cant even listen to the songs i want to listen and could only skip 6 songs an hour.",1,0,,negative
2022-06-20 03:13:24,"Skip to main content Learn how Gboard gets better You can help improve voice and typing for everyone when you use the keyboard. A technology called federated learning helps Gboard learn new words and phrases without sending the text you speak or type to Google. What Gboard learns might be sent to Google services, without including what you typed or spoke, where it will be combined with learnings from other users to create better speech and typing models. Gboard only learns when your phone isn't",3,0,,positive
2022-01-18 02:13:19,"Garbage app. It will literally skip songs/ podcast randomly. Crashes randomly. It will spontaneously open and start playing, even after closing app. Very frustrating to use!",1,1,,negative
